序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
423,605117,德业股份,91.84,3.8,3.36,128804.0,1174051602.0,6.56,93.4,87.6,88.4,88.48,1.83,2.0,19.85,6.88,59263557492.0,59263557492.0,-0.01,-0.02,1.23,8.3
424,688035,德邦科技,43.54,3.79,1.59,70277.0,300456270.0,7.94,44.44,41.11,41.96,41.95,1.62,7.91,76.84,2.73,6193129600.0,3867119262.0,0.18,0.21,12.01,18.48
425,688499,利元亨,27.42,3.79,1.0,102961.0,278801346.0,6.32,27.77,26.1,26.43,26.42,0.96,6.1,-6.67,1.73,4626535744.0,4626535744.0,0.0,-0.15,-6.1,22.57
426,601336,新华保险,51.28,3.78,1.87,397008.0,2011567755.0,5.75,51.5,48.66,49.01,49.41,1.86,1.9,5.8,1.76,159970349648.0,106941329355.0,0.1,0.08,3.66,3.18
427,002384,东山精密,34.31,3.78,1.25,1029094.0,3462051483.95,9.92,35.2,31.92,33.08,33.06,1.98,7.42,41.13,3.11,58529899390.0,47564698316.0,-0.87,-0.84,28.02,17.5
428,688160,步科股份,92.88,3.78,3.38,41110.0,379878608.0,17.25,99.99,84.55,90.48,89.5,1.21,4.89,158.19,10.08,7801920000.0,7801920000.0,0.0,0.0,84.43,61.92
429,300327,中颖电子,26.15,3.77,0.95,272283.0,704469793.44,7.06,26.8,25.02,25.21,25.2,2.49,8.0,74.42,5.26,8927328338.0,8899241382.0,-0.08,-0.08,1.67,6.87
430,002583,海能达,14.64,3.76,0.53,2040133.0,2923652742.43,8.29,14.97,13.8,14.11,14.11,1.83,15.91,79.4,4.36,26622318538.0,18776766957.0,0.0,0.07,-41.44,3.03
431,601068,中铝国际,4.42,3.76,0.16,232905.0,101887019.0,3.76,4.42,4.26,4.26,4.26,1.94,0.91,39.4,5.37,13197396300.0,11313390748.0,0.23,0.45,-8.87,0.23
432,600381,ST春天,4.16,3.74,0.15,132619.0,54455621.0,5.99,4.21,3.97,4.0,4.01,1.47,2.26,-20.25,2.14,2442172683.0,2442172683.0,0.0,0.0,31.23,13.97
433,002340,格林美,6.94,3.74,0.25,3927065.0,2748514579.08,4.19,7.16,6.88,7.04,6.69,3.85,7.72,29.52,1.85,35576463406.0,35289770652.0,-0.14,-0.14,-2.94,6.28
434,301091,深城交,52.53,3.73,1.89,247200.0,1310267715.85,10.47,55.55,50.25,50.73,50.64,1.86,8.71,269.95,9.31,21306168000.0,14914317600.0,-0.13,-0.21,-5.54,10.1
435,300061,旗天科技,14.18,3.73,0.51,687278.0,965573938.9,10.83,14.8,13.32,13.7,13.67,1.86,11.08,-349.87,12.5,9344530340.0,8799253456.0,0.0,0.07,-4.38,9.92
436,002956,西麦食品,16.15,3.73,0.58,54128.0,86214017.5,5.52,16.36,15.5,15.5,15.57,1.18,2.42,24.96,2.41,3605437193.0,3605072461.0,0.0,0.12,13.89,-3.12
437,600029,南方航空,5.85,3.72,0.21,1511049.0,872680297.0,4.43,5.86,5.61,5.64,5.64,2.29,1.19,40.46,2.74,106007332298.0,74139055193.0,0.0,0.0,-9.16,-9.86
438,300975,商络电子,12.83,3.72,0.46,665029.0,852117102.3,5.98,13.09,12.35,12.58,12.37,2.81,14.19,123.6,4.21,8814281899.0,6011581999.0,0.0,0.16,0.47,14.04
439,300065,海兰信,13.4,3.72,0.48,1513886.0,2044528146.06,10.68,14.13,12.75,12.84,12.92,1.01,23.08,710.45,5.65,9654626340.0,8788344574.0,-0.07,-0.07,42.55,63.41
440,001339,智微智能,51.37,3.71,1.84,193703.0,1012079186.59,6.4,54.0,50.83,52.0,49.53,1.41,26.49,117.37,6.33,12863971889.0,3756138955.0,0.04,-0.08,29.53,40.39
441,002117,东港股份,14.86,3.7,0.53,751100.0,1102495414.44,6.28,15.08,14.18,14.18,14.33,1.14,14.35,72.76,5.78,7782493391.0,7780022545.0,0.0,0.2,73.19,27.23
442,002364,中恒电气,19.37,3.69,0.69,1398767.0,2697404094.18,9.42,20.45,18.69,18.76,18.68,1.63,25.06,95.22,4.62,10916253275.0,10810482906.0,0.0,-0.26,157.92,79.52
443,600595,中孚实业,3.65,3.69,0.13,969125.0,347241074.0,6.25,3.69,3.47,3.53,3.52,1.1,2.42,15.09,1.01,14634419916.0,14628853666.0,-0.27,-0.27,16.99,28.98
444,836221,易实精密,17.99,3.69,0.64,41603.0,72886510.76,7.61,18.15,16.83,17.11,17.35,1.53,10.08,28.36,4.45,1739633000.0,742523308.0,0.0,0.73,-13.55,21.8
445,300651,金陵体育,13.81,3.68,0.49,69193.0,94224435.0,5.93,13.97,13.18,13.22,13.32,2.15,9.23,61.22,2.27,1778062883.0,1035407181.0,0.0,-0.07,-2.81,9.08
446,300701,森霸传感,11.84,3.68,0.42,270338.0,313213999.32,9.81,12.09,10.97,11.3,11.42,1.46,11.04,68.11,3.57,3347583809.0,2899382752.0,0.0,0.0,16.65,15.51
447,000157,中联重科,7.62,3.67,0.27,1577064.0,1195775313.18,3.54,7.72,7.46,7.52,7.35,2.08,2.23,15.8,1.16,66126300838.0,53877286680.0,0.0,0.0,7.48,5.39
448,301085,亚康股份,89.25,3.67,3.16,113187.0,987749804.18,10.77,91.85,82.58,84.38,86.09,1.16,19.21,101.72,6.99,7744728994.0,5257872884.0,0.0,0.0,44.49,30.16
449,603037,凯众股份,16.97,3.67,0.6,144177.0,242331328.0,5.62,17.2,16.28,16.37,16.37,1.31,7.57,39.67,3.52,3249446723.0,3231747013.0,0.0,0.24,3.6,22.26
450,002772,众兴菌业,7.36,3.66,0.26,218208.0,161152444.94,4.08,7.55,7.26,7.27,7.1,4.02,5.59,24.49,0.85,2894256402.0,2871394814.0,-0.14,0.0,1.94,-0.14
451,603877,太平鸟,14.52,3.64,0.51,38409.0,54965677.0,4.71,14.59,13.93,13.98,14.01,2.19,0.82,26.76,1.53,6879943835.0,6814573242.0,-0.07,0.0,0.76,-1.89
452,002929,润建股份,70.95,3.64,2.49,593347.0,4275841904.72,9.42,75.31,68.86,74.0,68.46,1.72,27.82,51.77,3.23,19995914487.0,15133307353.0,0.01,-0.06,135.01,111.04
453,835438,戈碧迦,19.68,3.63,0.69,89077.0,171721189.89,7.06,19.95,18.61,18.81,18.99,1.78,11.22,29.44,2.95,2779800000.0,1563090691.0,0.0,0.31,-15.57,23.85
454,300977,深圳瑞捷,18.66,3.61,0.65,49934.0,92212825.17,5.89,18.98,17.92,18.06,18.01,2.66,5.27,129.47,2.03,2840550726.0,1767598729.0,-0.05,0.16,-14.6,1.25
455,600698,湖南天雁,5.76,3.6,0.2,372274.0,210983015.0,5.22,5.76,5.47,5.58,5.56,1.41,4.48,3753.05,8.06,6170227384.0,4782788761.0,0.17,0.17,7.87,27.43
456,830839,万通液压,21.91,3.59,0.76,25342.0,55187518.65,6.1,22.31,21.02,21.3,21.15,1.23,3.89,25.93,4.75,2612000650.0,1426152026.0,-0.14,-0.18,0.69,36.43
457,002370,亚太药业,3.46,3.59,0.12,407102.0,139692158.87,7.19,3.55,3.31,3.36,3.34,1.67,5.59,-546.51,3.13,2520908204.0,2520908204.0,-0.29,0.0,-1.14,13.44
458,600248,陕建股份,4.33,3.59,0.15,506003.0,217419375.0,4.78,4.35,4.15,4.18,4.18,2.47,1.37,4.11,0.67,16313631298.0,15937397598.0,-0.23,0.0,-6.48,-3.35
459,601868,中国能建,2.31,3.59,0.08,6659312.0,1539523865.0,6.73,2.37,2.22,2.23,2.23,3.01,2.05,20.04,0.94,96306587999.0,74910360839.0,-0.43,0.0,-2.94,1.32
460,603986,兆易创新,143.0,3.59,4.95,396754.0,5667611409.0,7.61,147.56,137.05,138.8,138.05,1.22,5.98,85.59,5.94,94960464170.0,94807185616.0,0.0,0.06,61.91,33.9
461,300525,博思软件,19.65,3.58,0.68,696553.0,1389984548.27,8.96,20.86,19.16,19.16,18.97,1.08,11.28,319.49,6.36,14861805920.0,12131819807.0,0.0,0.36,11.02,26.12
462,688629,华丰科技,66.8,3.58,2.31,314901.0,2065544880.0,9.88,68.38,62.01,65.42,64.49,1.26,17.66,-474.7,21.5,30794321111.0,11912150147.0,-0.12,1.12,78.75,99.46
463,300620,光库科技,54.51,3.57,1.88,223603.0,1200874298.2,7.39,55.35,51.46,52.0,52.63,1.21,9.06,182.54,7.07,13582831508.0,13459388325.0,-0.07,-0.02,14.44,12.16
464,688433,华曙高科,43.84,3.57,1.51,92892.0,421729317.0,24.14,50.8,40.58,42.33,42.33,1.75,4.63,310.92,9.45,18157160192.0,8787597795.0,0.11,0.0,116.49,87.83
465,002398,垒知集团,6.39,3.57,0.22,1039770.0,650561140.65,8.27,6.44,5.93,6.05,6.17,0.78,17.95,34.88,1.24,4460341934.0,3702138030.0,0.16,0.31,40.13,45.56
466,002530,金财互联,12.83,3.55,0.44,1644903.0,2113710109.5,10.01,13.3,12.06,12.15,12.39,1.3,23.66,2343.43,7.76,9997112585.0,8918432375.0,0.0,0.16,40.68,36.34
467,301306,西测测试,46.16,3.54,1.58,64715.0,294161796.9,7.11,46.5,43.33,44.02,44.58,1.14,16.48,-30.83,3.58,3895904000.0,1813164800.0,0.04,-0.09,5.63,23.52
468,600192,长城电工,6.44,3.54,0.22,462693.0,303873037.0,7.23,6.8,6.35,6.8,6.22,6.72,10.47,-17.89,2.2,2844857120.0,2844857120.0,0.16,0.47,-0.46,11.61
469,300157,新锦动力,3.22,3.54,0.11,588339.0,191687625.59,9.97,3.45,3.14,3.16,3.11,1.9,8.36,-16.05,-10.22,2336072188.0,2265556925.0,0.0,-0.31,-2.13,11.03
470,301188,力诺药包,16.41,3.53,0.56,59831.0,97598640.0,4.79,16.61,15.85,15.94,15.85,1.78,2.57,40.6,2.63,3814514165.0,3814514165.0,0.0,-0.24,-5.8,9.25
471,600115,中国东航,3.81,3.53,0.13,1512410.0,569515532.0,4.35,3.83,3.67,3.68,3.68,2.35,0.88,-461.58,4.3,84929839932.0,65206316601.0,-0.26,-0.26,-5.93,-4.75
472,600206,有研新材,18.78,3.53,0.64,1124439.0,2074868752.0,11.47,19.77,17.69,18.0,18.14,1.28,13.28,104.06,4.09,15898271575.0,15898271575.0,0.0,0.21,-15.48,19.85
473,300091,金通灵,2.35,3.52,0.08,738534.0,173187967.88,7.05,2.41,2.25,2.27,2.27,1.17,5.53,-18.69,1.89,3499535903.0,3137221203.0,0.0,0.86,-18.97,14.63
474,300388,节能国祯,7.35,3.52,0.25,124555.0,91161186.2,4.65,7.42,7.09,7.1,7.1,2.0,1.83,14.53,1.14,5005660398.0,4991294963.0,0.0,0.14,-2.39,-2.65
475,688337,普源精电,39.5,3.51,1.34,50179.0,193253694.0,4.43,39.55,37.86,38.7,38.16,1.63,7.63,95.62,2.45,7667109185.0,2596522033.0,0.0,0.25,-14.22,1.28
476,603190,亚通精工,23.32,3.51,0.79,35070.0,80639412.0,4.57,23.38,22.35,22.37,22.53,2.08,8.66,25.13,1.33,2798400000.0,944914274.0,0.04,0.13,-6.57,4.01
477,300190,维尔利,3.26,3.49,0.11,189766.0,60991227.8,4.13,3.27,3.14,3.16,3.15,2.15,2.44,143.1,0.72,2548008606.0,2530326031.0,-0.31,0.0,-19.51,-7.12
478,601010,文峰股份,3.56,3.49,0.12,2930870.0,1025789765.0,12.5,3.77,3.34,3.35,3.44,1.51,15.86,71.13,1.51,6578880000.0,6578880000.0,-0.28,-0.28,58.93,29.45
479,300196,长海股份,11.29,3.48,0.38,63742.0,71156853.44,5.22,11.4,10.83,10.89,10.91,1.76,2.59,17.09,1.03,4614409838.0,2780922701.0,0.0,0.09,-1.74,3.67
480,688306,均普智能,11.89,3.48,0.4,729505.0,887604261.0,7.92,12.63,11.72,12.03,11.49,1.15,15.58,-224.6,8.43,14604282492.0,5566693492.0,-0.08,-0.17,92.08,53.42
481,300538,同益股份,16.09,3.47,0.54,134623.0,218527049.92,9.32,16.86,15.41,15.53,15.55,2.66,11.72,350.96,2.79,2927069840.0,1848603302.0,0.0,0.31,-7.16,5.65
482,603280,南方路机,25.63,3.47,0.86,67890.0,171870465.0,8.96,26.38,24.16,24.5,24.77,1.02,24.3,24.74,2.13,2778462875.0,716144925.0,0.0,-0.08,18.77,22.75
483,301486,致尚科技,78.79,3.47,2.64,131789.0,1039658666.48,10.32,81.96,74.1,78.1,76.15,0.85,16.7,127.36,4.09,10138775596.0,6216929283.0,0.37,1.01,70.36,64.66
484,603121,华培动力,15.52,3.47,0.52,251087.0,386172220.0,5.87,15.78,14.9,15.48,15.0,1.38,7.42,55.31,4.25,5254043257.0,5254043257.0,0.06,0.71,70.18,40.71
485,000099,中信海直,28.2,3.45,0.94,919110.0,2617750616.1,8.14,29.67,27.45,27.51,27.26,1.77,11.85,84.19,4.18,21876717863.0,21876717863.0,0.04,0.14,-4.02,6.98
486,001979,招商蛇口,9.62,3.44,0.32,1337441.0,1276775228.83,4.41,9.67,9.26,9.31,9.3,1.97,1.61,25.14,0.89,87165244023.0,80062512059.0,0.1,0.1,-11.74,-6.05
487,688669,聚石化学,15.64,3.44,0.52,21624.0,33569404.0,5.29,15.9,15.1,15.12,15.12,2.13,1.78,-151.56,1.24,1897653344.0,1897653344.0,-0.06,0.13,11.71,1.3
488,000560,我爱我家,3.31,3.44,0.11,2387363.0,794570018.29,7.5,3.42,3.18,3.19,3.2,1.58,10.59,689.03,0.82,7796707817.0,7464951624.0,0.3,0.3,-4.34,8.52
489,002227,奥 特 迅,11.48,3.42,0.38,166099.0,192104676.53,11.71,12.21,10.91,11.1,11.1,2.33,6.71,-91.13,2.75,2844814832.0,2842892655.0,0.09,-0.17,-23.26,-6.74
490,600510,黑牡丹,4.84,3.42,0.16,137111.0,65880627.0,3.85,4.85,4.67,4.67,4.68,2.0,1.33,47.2,0.49,4995003212.0,4995003212.0,-0.21,-0.21,-12.79,1.47
491,002572,索菲亚,16.95,3.42,0.56,144044.0,241462400.0,4.58,17.03,16.28,16.39,16.39,1.28,2.21,13.28,2.34,16323649430.0,11042308359.0,0.06,0.0,-0.53,-1.34
492,300031,宝通科技,25.44,3.41,0.84,570162.0,1441028810.6,7.32,25.9,24.1,24.1,24.6,1.11,16.35,33.36,2.75,10572144608.0,8873759319.0,-0.2,-0.08,21.72,38.86
493,688716,中研股份,46.65,3.41,1.54,149279.0,675437683.0,11.55,47.44,42.23,44.44,45.11,1.21,22.08,142.61,4.78,5676372000.0,3153575781.0,-0.26,-0.43,82.3,28.34
494,300867,圣元环保,13.34,3.41,0.44,54510.0,72298201.17,5.43,13.55,12.85,12.94,12.9,2.69,2.84,18.43,1.0,3625025647.0,2556315145.0,-0.15,-0.15,-6.25,3.17
495,002116,中国海诚,10.31,3.41,0.34,153565.0,157254175.55,4.21,10.37,9.95,9.97,9.97,1.92,3.36,14.3,1.89,4805040020.0,4716345544.0,-0.1,-0.1,-5.24,3.31
496,000066,中国长城,16.7,3.41,0.55,2692374.0,4457410885.74,4.64,16.88,16.13,16.36,16.15,1.21,8.35,-58.76,4.49,53870844770.0,53867350295.0,0.0,0.0,-14.18,14.62
497,300596,利安隆,32.52,3.4,1.07,131830.0,422442661.32,5.28,32.55,30.89,31.5,31.45,1.55,5.87,17.84,1.72,7467231571.0,7306870345.0,0.03,0.03,11.91,6.62
498,688525,佰维存储,70.6,3.4,2.32,405398.0,2874748899.0,6.37,72.88,68.53,68.53,68.28,1.38,12.78,100.1,12.42,30445568145.0,22401686545.0,-0.01,-0.1,18.66,13.93
499,301505,苏州规划,24.66,3.4,0.81,45821.0,113469562.02,6.5,25.36,23.81,23.95,23.85,3.17,7.88,97.87,2.21,2170080000.0,1434744446.0,-0.04,0.0,-15.92,-0.08
500,688522,纳睿雷达,62.24,3.39,2.04,57199.0,351212410.0,6.45,62.76,58.88,60.13,60.2,1.88,6.75,388.63,6.18,13477046285.0,5274479132.0,0.0,0.21,9.4,10.47
501,300905,宝丽迪,30.29,3.38,0.99,120564.0,363251855.33,8.6,31.28,28.76,29.09,29.3,1.3,9.47,49.95,2.94,5386099829.0,3854758468.0,0.03,0.03,0.43,16.23
502,002743,富煌钢构,6.12,3.38,0.2,179364.0,109306301.0,5.24,6.23,5.92,5.95,5.92,1.57,4.13,29.43,0.82,2663843085.0,2659574385.0,0.0,0.0,5.52,-6.85
503,600212,绿能慧充,7.66,3.37,0.25,280769.0,212004303.0,8.23,7.8,7.19,7.48,7.41,1.99,5.45,-1243.58,9.52,5394686852.0,3943499852.0,-0.13,-0.78,-16.01,1.32
504,600973,宝胜股份,5.21,3.37,0.17,1070078.0,548333763.0,4.96,5.21,4.96,5.05,5.04,1.33,7.8,214.45,1.87,7144818152.0,7144818152.0,0.0,0.19,22.3,-17.3
505,601827,三峰环境,8.28,3.37,0.27,103443.0,84918185.0,3.62,8.29,8.0,8.03,8.01,2.59,0.62,10.28,1.25,13843607724.0,13843607724.0,0.0,0.12,-4.72,-3.5
506,600804,*ST鹏博,1.84,3.37,0.06,594494.0,107301138.0,5.06,1.86,1.77,1.8,1.78,0.99,4.27,-5.74,5.41,3049733587.0,2562439125.0,-0.54,0.0,-8.46,-6.12
507,002065,东华软件,14.42,3.37,0.47,7311718.0,10413981021.93,9.25,14.89,13.6,14.0,13.95,1.28,25.14,70.76,3.91,46223055848.0,41932230179.0,0.14,-0.07,76.5,98.62
508,600222,太龙药业,5.53,3.36,0.18,381619.0,208973307.0,4.67,5.58,5.33,5.37,5.35,1.78,6.65,82.37,2.03,3173591145.0,3173591145.0,-0.18,-0.18,3.56,8.64
509,000638,万方发展,5.23,3.36,0.17,201613.0,105931633.48,6.13,5.43,5.12,5.12,5.06,2.04,6.5,91.87,9.24,1628551662.0,1622061493.0,-0.19,0.0,-5.77,12.23
510,603843,正平股份,3.39,3.35,0.11,227996.0,77773677.0,8.54,3.56,3.28,3.28,3.28,1.34,3.26,-20.68,2.66,2371722773.0,2371722773.0,-0.29,-0.59,16.9,-6.09
511,601111,中国国航,7.09,3.35,0.23,1767297.0,1239913773.0,4.08,7.11,6.83,6.86,6.86,1.97,1.52,68.13,2.66,123709304890.0,82514196171.0,-0.14,0.0,-9.91,-10.37
512,600325,华发股份,5.55,3.35,0.18,903955.0,496840980.0,5.21,5.63,5.35,5.37,5.37,3.1,3.52,8.61,0.73,15274444244.0,14270385419.0,-0.18,0.0,-16.67,-3.65
513,300484,蓝海华腾,23.91,3.33,0.77,248880.0,592647066.46,6.01,24.38,22.99,23.2,23.14,1.37,14.96,178.39,7.75,4965674229.0,3977491264.0,0.0,0.0,-11.97,15.73
514,002230,科大讯飞,57.45,3.33,1.85,1374308.0,7916747728.77,7.5,59.37,55.2,55.86,55.6,1.66,6.28,-289.8,8.05,132809128928.0,125769785886.0,0.0,0.12,14.79,18.89
515,002586,*ST围海,2.18,3.32,0.07,72052.0,15732673.0,4.74,2.22,2.12,2.14,2.11,1.67,0.8,-22.53,0.83,2494407697.0,1955369092.0,0.46,0.46,9.0,-16.79
516,300053,航宇微,14.65,3.31,0.47,710940.0,1052327217.09,9.87,15.59,14.19,14.4,14.18,2.63,11.19,-124.83,5.09,10209208832.0,9309593440.0,0.0,0.0,-6.33,11.92
517,600540,新赛股份,4.06,3.31,0.13,192237.0,77882555.0,2.8,4.11,4.0,4.01,3.93,2.63,3.31,-29.93,3.52,2360390458.0,2360390458.0,-0.25,0.0,-2.4,3.05
518,603306,华懋科技,38.83,3.3,1.24,146068.0,567626197.0,6.57,39.62,37.15,37.93,37.59,1.37,4.44,48.84,3.74,12773890733.0,12773890733.0,0.15,0.1,26.19,22.84
519,688533,上声电子,39.48,3.3,1.26,58498.0,230085970.0,5.65,40.65,38.49,39.8,38.22,1.7,3.59,25.43,4.26,6429205561.0,6429205561.0,-0.03,-0.18,7.57,13.38
520,600889,南京化纤,19.78,3.29,0.63,450424.0,886019099.0,9.97,20.31,18.4,19.1,19.15,1.57,12.3,-34.18,10.14,7246324078.0,7246324078.0,0.05,-0.05,92.98,11.37
521,600881,亚泰集团,1.89,3.28,0.06,1390893.0,263296298.0,5.46,1.93,1.83,1.83,1.83,1.55,4.28,-3.57,1.37,6140446681.0,6140446681.0,0.0,0.0,2.16,4.42
522,603519,立霸股份,12.61,3.28,0.4,54281.0,67779265.0,4.59,12.68,12.12,12.21,12.21,2.22,2.04,22.82,2.61,3358394050.0,3358394050.0,0.0,0.08,1.29,6.68
523,300442,润泽科技,70.82,3.27,2.24,998471.0,7159354544.84,8.46,74.8,69.0,69.82,68.58,1.94,18.01,60.4,12.95,121915330382.0,39252158226.0,0.08,0.2,117.44,36.3
524,301136,招标股份,12.35,3.26,0.39,68282.0,83107042.0,4.35,12.38,11.86,11.95,11.96,1.82,2.48,-1334.45,2.33,3398779527.0,3398779527.0,0.0,-0.08,-11.91,4.31
525,301037,保立佳,12.05,3.26,0.38,47902.0,56940056.26,4.97,12.08,11.5,11.59,11.67,1.25,7.05,-18.17,2.35,1680996425.0,819177063.0,0.33,0.0,5.06,16.88
526,300231,银信科技,14.01,3.24,0.44,675051.0,914411919.45,6.48,14.02,13.14,13.5,13.57,1.61,15.2,91.62,3.57,6223765862.0,6223446224.0,0.07,0.14,1.37,12.44
527,002591,恒大高新,5.42,3.24,0.17,238351.0,128063663.0,5.52,5.5,5.21,5.25,5.25,1.18,10.66,85.85,2.37,1627081203.0,1211478194.0,-0.18,0.0,-2.69,10.16
528,300900,广联航空,21.54,3.21,0.67,112424.0,240675504.08,4.74,21.76,20.77,20.91,20.87,1.93,5.12,93.41,4.37,6389708335.0,4728845634.0,0.0,0.14,-6.35,-2.09
529,836942,恒立钻具,16.72,3.21,0.52,45802.0,76456952.27,8.95,17.58,16.13,16.6,16.2,3.07,11.1,25.72,2.14,1025389112.0,689742034.0,0.12,0.18,-3.02,21.25
530,000876,新 希 望,10.3,3.21,0.32,1510277.0,1584912366.12,7.21,10.94,10.22,10.37,9.98,1.12,3.36,228.13,2.19,46617168074.0,46346775266.0,0.0,0.1,5.1,14.7
531,002496,辉丰股份,1.61,3.21,0.05,531274.0,85338127.0,4.49,1.63,1.56,1.56,1.56,1.19,4.5,1395.7,1.62,2427219380.0,1902032360.0,0.0,0.0,-29.07,-13.44
532,832978,开特股份,22.57,3.2,0.7,123008.0,278232958.03,12.21,23.98,21.31,22.0,21.87,0.93,12.28,31.96,6.4,4045931333.0,2260768016.0,0.0,0.18,22.8,67.19
533,688012,中微公司,218.1,3.19,6.74,137524.0,2973842557.0,4.52,219.35,209.8,210.0,211.36,0.94,2.21,111.51,7.22,135737530604.0,135737530604.0,0.02,0.05,0.74,15.3
534,300433,蓝思科技,29.88,3.18,0.92,1132996.0,3468599871.29,8.15,32.05,29.69,30.54,28.96,2.12,2.28,47.1,3.15,148888432617.0,148357720790.0,0.1,0.5,41.75,36.44
535,836957,汉维科技,12.67,3.18,0.39,32051.0,40825728.14,8.06,13.17,12.18,12.28,12.28,2.2,7.51,59.68,3.44,1359507902.0,541068980.0,-0.08,-0.24,-34.32,28.24
536,002112,三变科技,18.55,3.17,0.57,930830.0,1685769298.96,13.74,19.5,17.03,17.76,17.98,0.85,35.52,46.45,7.98,4861584000.0,4861584000.0,0.05,0.11,56.94,65.63
537,873305,九菱科技,26.7,3.17,0.82,26203.0,69200128.35,5.56,26.97,25.53,25.86,25.88,1.06,7.22,73.01,5.37,1731968391.0,968601000.0,0.0,0.87,-2.09,42.32
538,300807,天迈科技,38.76,3.17,1.19,60430.0,232718145.0,7.08,39.35,36.69,37.56,37.57,1.48,12.32,-37.41,5.36,2637214392.0,1901332614.0,0.03,0.36,9.12,27.88
539,688260,昀冢科技,18.26,3.16,0.56,124598.0,217587403.0,9.15,18.29,16.67,17.6,17.7,1.52,10.38,-20.62,8.4,2191200000.0,2191200000.0,0.0,0.72,-2.3,30.9
540,603101,汇嘉时代,7.18,3.16,0.22,149124.0,108245323.0,6.75,7.46,6.99,6.99,6.96,2.56,3.17,50.42,2.45,3377472000.0,3377472000.0,-0.42,-0.83,-7.83,-23.04
541,300050,世纪鼎利,6.21,3.16,0.19,501152.0,302998049.23,5.65,6.22,5.88,6.0,6.02,1.63,9.2,-130.25,7.33,3383498119.0,3381435349.0,0.0,1.47,-12.04,16.07
542,605081,太和水,10.46,3.16,0.32,47506.0,48347105.0,5.62,10.54,9.97,10.14,10.14,1.53,4.19,-24.69,0.93,1184564373.0,1184564373.0,0.1,-0.1,-21.71,-0.19
543,603657,春光科技,16.03,3.15,0.49,77490.0,121136022.0,6.18,16.05,15.09,15.38,15.54,1.4,5.73,347.77,2.3,2187282680.0,2167096502.0,0.0,0.06,17.69,-6.42
544,870866,绿亨科技,8.51,3.15,0.26,107070.0,96189639.57,12.0,9.46,8.47,8.82,8.25,3.73,11.44,35.4,2.05,1533552209.0,796618862.0,-0.47,0.12,-12.72,17.87
545,601186,中国铁建,8.51,3.15,0.26,1031769.0,871362448.0,4.61,8.58,8.2,8.23,8.25,1.95,0.9,5.52,0.45,115561898165.0,97892619205.0,-0.12,-0.12,-10.98,-7.2
546,300275,梅安森,14.41,3.15,0.44,199349.0,291099814.13,6.01,15.04,14.2,14.3,13.97,2.17,7.82,71.12,4.97,4390570046.0,3675146747.0,0.0,-0.14,-10.61,-1.97
547,688072,拓荆科技,177.22,3.15,5.41,64134.0,1141562767.0,5.64,181.5,171.81,171.98,171.81,1.19,4.13,137.05,10.27,49573594292.0,27513155651.0,-0.05,-0.06,-8.8,15.33
548,002243,力合科创,9.18,3.15,0.28,410335.0,379837177.71,6.4,9.52,8.95,8.95,8.9,2.13,3.41,61.53,1.55,11113346730.0,11054026222.0,0.11,0.0,4.68,13.9
549,600160,巨化股份,23.98,3.14,0.73,314673.0,744893600.0,4.43,24.1,23.07,23.16,23.25,0.84,1.17,38.61,3.79,64739911022.0,64739911022.0,-0.04,0.25,10.35,-0.58
550,600143,金发科技,13.81,3.14,0.42,4076975.0,5564446109.0,10.16,14.46,13.1,13.39,13.39,2.47,15.7,39.98,2.09,36411621346.0,35867685066.0,0.07,0.15,55.69,59.84
551,600063,皖维高新,3.96,3.13,0.12,328352.0,128450640.0,3.91,3.98,3.83,3.84,3.84,2.06,1.7,31.22,1.0,8334288187.0,7626542980.0,-0.25,0.0,-8.12,-1.0
552,300599,雄塑科技,7.26,3.13,0.22,64421.0,46313306.04,3.98,7.29,7.01,7.04,7.04,1.74,3.04,-41.81,1.25,2600035176.0,1540503516.0,0.14,0.0,-4.47,0.55
553,301161,唯万密封,22.14,3.12,0.67,91866.0,201197203.96,6.15,22.44,21.12,21.44,21.47,1.91,17.23,39.56,2.72,2656800000.0,1180681920.0,0.05,0.27,12.33,3.6
554,002855,捷荣技术,21.5,3.12,0.65,113115.0,241970408.9,10.41,22.5,20.33,20.71,20.85,1.73,4.59,-22.47,7.26,5298023163.0,5293885488.0,-0.05,0.05,-20.96,11.86
555,600732,爱旭股份,13.59,3.11,0.41,603782.0,813634770.0,6.53,13.71,12.85,13.05,13.18,0.81,3.78,-6.58,4.06,24837324081.0,21722898032.0,0.07,0.07,-9.64,23.32
556,000826,启迪环境,1.99,3.11,0.06,884137.0,177602725.98,7.25,2.06,1.92,1.93,1.93,1.64,6.2,-1.91,0.98,2836452964.0,2835944938.0,0.0,0.0,-28.42,-0.5
557,603915,国茂股份,18.62,3.1,0.56,584975.0,1060114959.0,16.06,19.8,16.9,18.09,18.06,1.32,8.91,44.13,3.42,12272226567.0,12226496778.0,0.0,0.11,39.58,58.87
558,688215,瑞晟智能,26.97,3.1,0.81,13711.0,36264548.0,6.04,27.0,25.42,26.16,26.16,2.11,2.63,154.81,3.08,1403842440.0,1403842440.0,0.26,-0.04,17.82,33.78
